English_Name,Company,Email,Phone,Fax,Industrial_City,Classification
National Company for the production of paint and cleaning brushes,الشركة الوطنية لانتاج فرش الدهان والنظافة,info@nibco-ltd.com,114980544,114982095,الرياض الثانية,صناعات تحويلية اخرى
National Company for the production of fruit juice,الشركة الوطنية لأنتاج عصير الفواكه,info@nfjc-ksa.com,138472728,138471406,الدمام الأولى,صناعة المنتجات الغذائية والمشروبات
National Company for the manufacture of chemical fertilizers,الشركة الوطنية لصناعة الاسمدة الكيماوية,info@nafkal.com,112652266,112651327,الرياض الثانية,المواد الكيميائية و منتجاتها
National Furniture Manufacturing - Furniture,الشركة الوطنية لصناعة الأثاث - أثاث,walid@athathco.com,112651256,112651255,الرياض الثانية,صناعة الخشب و الأثاث
National Company for Medical furniture Metal,الشركة الوطنية لصناعة الأثاث الطبي المعدني,medical_national@yahoo.com,112650792,112650813,الرياض الثانية,صناعة الخشب و الأثاث
National Company for the manufacture of batteries,الشركة الوطنية لصناعة البطاريات,nbc@battariat.com,112650019,112650057,الرياض الثانية,المواد الكيميائية و منتجاتها
National Company for Plastic Industry,الشركة الوطنية لصناعة البلاستيك,plastica@anet.net.sa,126080111,126373764,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
National Company for the manufacture of resins,الشركة الوطنية لصناعة الراتنجات,nir@nesma.net.sa,126080342,126080343,جــدة الأولى,المواد الكيميائية و منتجاتها
National Company for lead smelting,الشركة الوطنية لصهر الرصاص,ab.alfifi@rasass.com.sa,112652424,112652223,الرياض الثانية,غير مصنف
National Steel Company Limited - National,الشركة الوطنية للصلب المحدودة - وطني,Administration@altuwairqi.com,138129669,138122991,الدمام الثانية,غير مصنف
National Company for Food Industries Ltd.,الشركة الوطنية للصناعات الغذائية المحدودة,info@nfic.com.sa,126081515,126367938,جــدة الأولى,صناعة المنتجات الغذائية والمشروبات
National Company for Food Industries Ltd.,الشركة الوطنية للصناعات الغذائية المحدودة,info@nfic.com.sa,126081515,126367938,جــدة الأولى,غير مصنف
National Company for Spinning,الشركة الوطنية للغزل,jaber@carpets.com,112658888,112659999,الرياض الثانية,الملابس والمنسوجات و الجلود
National Company for Concrete Products,الشركة الوطنية للمنتجات الخرسانية,laswad2003@hotmail.com,114982088,114982308,الرياض الثانية,صناعة المعادن اللافلزية و مواد البناء
National Medical Products Co.Ltd.,الشركة الوطنية للمنتجات الطبية المحدودة,Faisal.almaammar@damad.com,114981666,114985607,الرياض الثانية,صناعات طبية
National Safety Equipment and Fire,الشركة الوطنية لمعدات السلامة والحريق,info@nafisco.com,138122155,138122177,الدمام الثانية,غير مصنف
National Paper Products Company,الشركة الوطنية لمنتوجات الورق,fahad.alsudairi@napcogroup.com,138459400,138471435,الدمام الأولى,صناعات تحويلية اخرى
Company for National Metal Manufacturing and Casting (metal),الشركة الوطنيه لتصنيع وسبك المعادن (معدنية),a.danaf@maadaniyah.com,138121267,138121301,الدمام الثانية,غير مصنف
Saudi Company of American Glass,الشركه السعوديه الامريكيه للزجاج,saglass@saglass.com,112651212,112651738,الرياض الثانية,صناعة المعادن اللافلزية و مواد البناء
Global factories files air conditioningrefrigeration and heat exchangers,المصانع العالمية لملفات التكييف والتبريد والمبدلات الحرارية,ucheco@hotmail.com,126082277,26082277,جــدة الأولى,صناعة معدنية
Arab Food Factories - Vadiko,المصانع العربية للماكولات - فاديكو,mohammedr@fadeco.com,138471330,138471330,الدمام الأولى,صناعة المنتجات الغذائية والمشروبات
The factory Aalsaudi Specialty Chemicals,المصنع االسعودي للكيماويات المتخصصة,olababneh@ssci.com.sa,126081912,26081912,جــدة الأولى,المواد الكيميائية و منتجاتها
National factory for refrigerators,المصنع الاهلي للثلاجات,info@nrf.com.sa,126377924,126369631,جــدة الأولى,صناعة الكهرباء والأجهزة الكهربائية
The first factory for Medical Devices,المصنع الأول للمستلزمات الطبية,abdellatif@alawalmedical.com,125222844,125222844,مكة المكرمة,غير مصنف
The new factory,المصنع الجديد,aimnalrifai@hotmail.com,126375335,26375335,جــدة الأولى,صناعات تحويلية اخرى
Modern Factory General Lighting,المصنع الحديث للانارة العامة,ALBAROOM@GMAIL.COM,126354756,126354759,جــدة الأولى,غير مصنف
Modern Factory prefabricated houses,المصنع الحديث للبيوت الجاهزة,info@mofabhousing.com,126380718,126354784,جــدة الأولى,صناعة معدنية
Modern steel factory and Exhaust,المصنع الحديث للحديد والشكمانات,e-steel@hotmail.com,138473320,138473320,الدمام الأولى,المواد الكيميائية و منتجاتها
Modern Factory Heaters,المصنع الحديث للسخانات,m.aldosary@aljazierah.com,114486898,114469756,الرياض الثانية,صناعة الكهرباء والأجهزة الكهربائية
Modern heatersrefrigerators factory,المصنع الحديث للسخانات والبرادات,m.aldosary@al-jazierah.com,114489868,114486137,الرياض الأولى,صناعة الكهرباء والأجهزة الكهربائية
Modern heatersrefrigerators factory,المصنع الحديث للسخانات والبرادات,m.aldosary@aljazierah.com,114489868,114469756,جــدة الأولى,صناعة الكهرباء والأجهزة الكهربائية
Modern factory poured sanitary ware,المصنع الحديث للسكب والأدوات الصحية,mofac123@gmail.com,112651611,112651471,الرياض الثانية,صناعة معدنية
Modern Fiberglass Factory,المصنع الحديث للفيبرجلاس,modernfiberfactory@hotmail.com,112651544,112650948,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
Modern Factory Air Conditioners,المصنع الحديث للمكيفات,info@mofag.com,114489868,114469756,الرياض الثانية,صناعة الكهرباء والأجهزة الكهربائية
Modern Factory Products Adhesives,المصنع الحديث للمنتجات اللاصقه,hdjh@h.com,138223830,138421658,الدمام الثانية,المواد الكيميائية و منتجاتها
Factory heat pipes,المصنع الحراري للأنابيب,halshabanah@hotmail.com,112106555,112106111,سدير,صناعة منتجات المطاط و البلاستيك
International Metal Products Factory,المصنع الدولي للمنتجات المعدنية,hamad70_m@yahoo.com,172381614,172381614,عسيـــر,صناعة معدنية
Saudi Modern Factory,المصنع السعودي الحديث,nawaf.alhasan@gmail.com,138121127,138121127,الدمام الثانية,غير مصنف
Saudi Factory Supplies Canadian Air,المصنع السعودي الكندي لمستلزمات التكييف,scfsst@gmail.com,126081947,26081947,جــدة الأولى,صناعة معدنية
Saudi Factory For cleaning tools - Brčko,المصنع السعودي لادوات النظافة - بريشكو,info@alhaleefgroup.com,112652879,114481566,الرياض الثانية,صناعات طبية
Saudi Factory for gas cylinders,المصنع السعودي لأسطوانات الغاز,enagas@enagas.com.sa,112651196,112652065,الرياض الثانية,صناعة معدنية
Saudi Factory for packing bags,المصنع السعودي لأكياس التعبئة,spsf@polysack-almoajil.com,138472115,138472115,الدمام الأولى,المواد الكيميائية و منتجاتها
Saudi Factory for Electronic Systems Objectives,المصنع السعودي لأنظمة الأهداف الالكترونية,sets@sets-sa.com,114985557,114985599,الرياض الثانية,صناعة الكهرباء والأجهزة الكهربائية
